pert_iname,smiles
gallopamil,COc1ccc(CCN(C)CCCC(C#N)(C(C)C)c2cc(OC)c(OC)c(OC)c2)cc1OC |&1:13|
gambogic-acid,"CC(C)=CCC[C@@]1(C)Oc2c(CC=C(C)C)c3O[C@@]45[C@H]6C[C@@H](C=C4C(=O)c3c(O)c2C=C1)C(=O)[C@]5(C\C=C(\C)C(O)=O)OC6(C)C |c:22,33|"
gamithromycin,[H][C@@]1(C[C@@](C)(OC)[C@@H](O)[C@H](C)O1)O[C@H]1[C@H](C)[C@@H](O[C@]2([H])O[C@H](C)C[C@@H]([C@H]2O)N(C)C)[C@](C)(O)C[C@@H](C)N(CCC)C[C@H](C)[C@@H](O)[C@](C)(O)[C@@H](CC)OC(=O)[C@@H]1C
gamma-aminobutyric-acid,NCCCC(O)=O
gamma-linolenic-acid,CCCCC\C=C/C\C=C/C\C=C/CCCCC(O)=O
ganaxolone,CC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4C[C@](C)(O)CC[C@]4(C)[C@H]3CC[C@]12C
ganciclovir,Nc1nc(=O)c2ncn(COC(CO)CO)c2[nH]1
ganetespib,CC(C)c1cc(-c2n[nH]c(=O)n2-c2ccc3n(C)ccc3c2)c(O)cc1O
ganoderic-acid-a,[H][C@@]12C[C@H](O)C3=C(C(=O)C[C@]4(C)[C@H](C[C@H](O)[C@@]34C)[C@H](C)CC(=O)C[C@@H](C)C(O)=O)[C@@]1(C)CCC(=O)C2(C)C |t:5|
GANT-58,c1cc(ccn1)-c1sc(c(c1-c1ccncc1)-c1ccncc1)-c1ccncc1
GANT-61,CN(C)c1ccccc1CN1CCCN(Cc2ccccc2N(C)C)C1c1ccncc1
garenoxacin,C[C@H]1NCc2cc(ccc12)-c1ccc2c(c1OC(F)F)n(cc(C(O)=O)c2=O)C1CC1
gastrodin,OC[C@H]1O[C@@H](Oc2ccc(CO)cc2)[C@H](O)[C@@H](O)[C@@H]1O
gatifloxacin,COc1c(N2CCN[C@@H](C)C2)c(F)cc2c1n(cc(C(O)=O)c2=O)C1CC1 |&1:8|
gavestinel,OC(=O)c1[nH]c2cc(Cl)cc(Cl)c2c1\C=C\C(=O)Nc1ccccc1
GBR-12783,C(CN1CCN(C\C=C\c2ccccc2)CC1)OC(c1ccccc1)c1ccccc1
GBR-12935,C(CN1CCN(CCOC(c2ccccc2)c2ccccc2)CC1)Cc1ccccc1
GBR-13069,Fc1ccc(cc1)C(OCCN1CCN(C\C=C\c2ccccc2)CC1)c1ccc(F)cc1
GDC-0068,CC(C)NC[C@@H](C(=O)N1CCN(CC1)c1ncnc2[C@H](O)C[C@@H](C)c12)c1ccc(Cl)cc1
GDC-0077,C[C@H](Nc1ccc2-c3nc(cn3CCOc2c1)N1[C@@H](COC1=O)C(F)F)C(N)=O
GDC-0084,CC1(C)OCCn2c1nc1c(nc(nc21)-c1cnc(N)nc1)N1CCOCC1
GDC-0152,CN[C@@H](C)C(=O)N[C@@H](C1CCCCC1)C(=O)N1CCC[C@H]1C(=O)Nc1snnc1-c1ccccc1
GDC-0349,CCNC(=O)Nc1ccc(cc1)-c1nc2CN(CCc2c(n1)N1CCOC[C@@H]1C)C1COC1
GDC-0575,N[C@@H]1CCCN(C1)c1c(Br)cnc2[nH]cc(NC(=O)C3CC3)c12
GDC-0623,OCCONC(=O)c1ccc2cncn2c1Nc1ccc(I)cc1F
GDC-0810,CC\C(=C(\c1ccc(\C=C\C(O)=O)cc1)c1ccc2n[nH]cc2c1)c1ccc(F)cc1Cl
GDC-0834,"CN1CCN(C)C(=O)[C@@H]1c1ccc(Nc2nc(cn(C)c2=O)-c2cccc(NC(=O)c3cc4CCCCc4s3)c2C)cc1 |&1:8,r|"
GDC-0879,OCCn1cc(c(n1)-c1ccncc1)-c1ccc2\C(CCc2c1)=N\O
GDC-0927,CC1=C([C@@H](Oc2ccc(O)cc12)c1ccc(OCCN2CC(CF)C2)cc1)c1cccc(O)c1 |t:1|
GDC-0941,CS(=O)(=O)N1CCN(Cc2cc3nc(nc(N4CCOCC4)c3s2)-c2cccc3n[nH]cc23)CC1
GDC-0980,C[C@H](O)C(=O)N1CCN(Cc2sc3c(nc(nc3c2C)-c2cnc(N)nc2)N2CCOCC2)CC1
GDC-0994,"Cn1nccc1Nc1nccc(n1)-c1ccn([C@@H](CO)c2ccc(Cl)c(F)c2)c(=O)c1 |&1:17,r|"
gedunin,CC(=O)O[C@@H]1C[C@H]2C(C)(C)C(=O)C=C[C@]2(C)[C@H]2CC[C@@]3(C)[C@@H](OC(=O)[C@H]4O[C@@]34[C@]12C)c1ccoc1 |c:12|
gefapixant,COc1cc(C(C)C)c(Oc2cnc(N)nc2N)cc1S(N)(=O)=O
gefitinib,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1
geldanamycin,"CO[C@H]1C[C@H](C)CC2=C(OC)C(=O)C=C(NC(=O)\C(C)=C\C=C\[C@H](OC)[C@@H](OC(N)=O)\C(C)=C\[C@H](C)[C@H]1O)C2=O |c:7,t:13,19,21,32|"
gemcadiol,CC(C)(CO)CCCCCCC(C)(C)CO
gemcitabine,Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)C2(F)F)c(=O)n1
gemcitabine-elaidate,CCCCCCCC\C=C\CCCCCCCC(=O)OC[C@H]1O[C@@H](n2ccc(N)nc2=O)C(F)(F)[C@@H]1O
gemfibrozil,Cc1ccc(C)c(OCCCC(C)(C)C(O)=O)c1
gemifloxacin,CO\N=C1/CN(C[C@@H]1CN)c1nc2n(cc(C(O)=O)c(=O)c2cc1F)C1CC1 |&1:7|
gemigliptin,N[C@H](CN1CC(F)(F)CCC1=O)CC(=O)N1CCc2c(C1)nc(nc2C(F)(F)F)C(F)(F)F
genipin,"COC(=O)C1=CO[C@@H](O)[C@H]2[C@@H]1CC=C2CO |c:13,t:4|"
geniposide,"COC(=O)C1=CO[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H]2[C@@H]1CC=C2CO |c:25,t:4|"
geniposidic-acid,"OC[C@H]1O[C@@H](O[C@@H]2OC=C([C@H]3CC=C(CO)[C@@H]23)C(O)=O)[C@H](O)[C@@H](O)[C@@H]1O |c:8,t:12|"
genistein,Oc1ccc(cc1)-c1coc2cc(O)cc(O)c2c1=O
gentamycin,CN[C@H](C)[C@@H]1CC[C@@H](N)[C@@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3OC[C@](C)(O)[C@H](NC)[C@H]3O)[C@H]2O)O1
gentiopicrin,"OC[C@H]1O[C@@H](O[C@@H]2OC=C3C(=O)OCC=C3[C@H]2C=C)[C@H](O)[C@@H](O)[C@@H]1O |c:14,t:8|"
genz-123346,CCCCCCCCC(=O)N[C@H](CN1CCCC1)[C@H](O)c1ccc2OCCOc2c1
genz-644282,CNCCn1c2c3cc4OCOc4cc3ncc2c2cc(OC)c(OC)cc2c1=O
gepefrine,"C[C@@H](N)Cc1cccc(O)c1 |&1:1,r|"
gepon,"CC(C)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](CCC(O)=O)NC(=O)[C@H](CCCNC(N)=N)NC(=O)[C@@H](CCCNC(N)=N)NC(=O)[C@@H](CCCCN)NC(=O)[C@@H](CCCCN)NC(=O)[C@@H](CCC(O)=O)NC(=O)[C@H](N)[C@@H](C)O)[C@@H](C)O)C(=O)N[C@H](CCC(O)=O)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCC(O)=O)C(O)=O |a:3,11,20,51,69,80,100,118,&1:7,&2:31,&3:42,&4:60,&5:71,&6:74,&7:89,&8:109|"
gepotidacin,O=c1ccc2ncc(=O)n3[C@H](CN4CCC(CC4)NCc4cc5CCCOc5cn4)Cn1c23
geranyl-farnesylacetate,CC(C)=CCC\C(C)=C\CC\C(C)=C\CCC(=O)OC\C=C(/C)CCC=C(C)C
gestodene,"CC[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@H]34)[C@@H]1C=C[C@@]2(O)C#C |c:20,t:9|"
gestrinone,"CC[C@]12C=CC3=C4CCC(=O)C=C4CC[C@H]3[C@@H]1CC[C@@]2(O)C#C |c:3,5,11|"
GF109203X,CN(C)CCCn1cc(C2=C(C(=O)NC2=O)c2c[nH]c3ccccc23)c2ccccc12 |t:9|
GGsTop,"COP(=O)(CC[C@@H](N)C(O)=O)Oc1cccc(CC(O)=O)c1 |&1:2,&2:6,r|"
GGTI-298,COC(=O)[C@H](CC(C)C)NC(=O)c1ccc(NC[C@@H](N)CS)cc1-c1cccc2ccccc12
gilteritinib,CCc1nc(C(N)=O)c(Nc2ccc(N3CCC(CC3)N3CCN(C)CC3)c(OC)c2)nc1NC1CCOCC1
gimeracil,Oc1cc(=O)[nH]cc1Cl
ginkgolide-A,C[C@@H]1C(=O)O[C@H]2C[C@@]34[C@H]5C[C@@H](C(C)(C)C)[C@@]33[C@@H](O)C(=O)O[C@H]3O[C@@]4(C(=O)O5)[C@@]12O
ginkgolide-B,C[C@@H]1C(=O)O[C@H]2[C@H](O)[C@@]34[C@H]5C[C@@H](C(C)(C)C)[C@@]33[C@@H](O)C(=O)O[C@H]3O[C@@]4(C(=O)O5)[C@@]12O
ginsenoside-C-K,CC(C)=CCC[C@](C)(O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)[C@H]1CC[C@]2(C)[C@@H]1[C@H](O)C[C@@H]1[C@@]3(C)CC[C@H](O)C(C)(C)[C@@H]3CC[C@@]21C
ginsenoside-RD,"CC(C)=CCC[C@@](C)(O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)[C@H]1CC[C@]2(C)[C@@H]1[C@H](O)C[C@@H]1[C@@]3(C)CC[C@H](O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)C(C)(C)[C@@H]3CC[C@@]21C |a:9,11,14,16,18,20,23,25,26,29,30,34,36,38,41,43,45,47,49,52,54,56,61,64,&1:6|"
ginsenoside-RE,[H][C@@]1(CC[C@]2(C)[C@]1([H])[C@H](O)C[C@]1([H])[C@@]3(C)CC[C@H](O)C(C)(C)[C@]3([H])[C@H](C[C@@]21C)O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O[C@@H]1O[C@@H](C)[C@H](O)[C@@H](O)[C@H]1O)[C@](C)(CCC=C(C)C)O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O
ginsenoside-RE3,"CC(C)=CCC[C@@](C)(O)[C@H]1CC[C@]2(C)[C@@H]1[C@H](O)C[C@@H]1[C@@]3(C)CC[C@H](O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)C(C)(C)[C@@H]3CC[C@@]21C |a:9,12,14,15,18,19,23,25,27,30,32,34,36,38,41,43,45,50,53,&1:6|"
givinostat,CCN(CC)Cc1ccc2cc(COC(=O)Nc3ccc(cc3)C(=O)NO)ccc2c1
GK921,C(CN1CCCC1)Oc1nc2cccnc2nc1C#Cc1ccccc1
GKA-50,COC[C@H](C)Oc1cc(O[C@@H](C)Cc2ccccc2)cc(c1)C(=O)Nc1ccc(cn1)C(O)=O
GKT137831,CN(C)c1cccc(c1)-c1n(C)c(=O)cc2[nH]n(-c3ccccc3Cl)c(=O)c12
glafenine,OC[C@@H](O)COC(=O)c1ccccc1Nc1ccnc2cc(Cl)ccc12 |&1:2|
glasdegib,CN1CC[C@H](C[C@@H]1c1nc2ccccc2[nH]1)NC(=O)Nc1ccc(cc1)C#N
glecaprevir,[H]\C1=C([H])/C(F)(F)c2nc3ccccc3nc2O[C@@]2([H])CN(C(=O)[C@@]([H])(NC(=O)O[C@]3([H])CCC[C@@]3([H])OC1)C(C)(C)C)[C@@]([H])(C2)C(=O)N[C@@]1(C[C@@]1([H])C(F)F)C(=O)NS(=O)(=O)C1(C)CC1 |t:1|
glesatinib,COCCNCc1ccc(nc1)-c1cc2nccc(Oc3ccc(NC(=S)NC(=O)Cc4ccc(F)cc4)cc3F)c2s1
gliclazide,"Cc1ccc(cc1)S(=O)(=O)NC(=O)NN1C[C@H]2CCC[C@@H]2C1 |&1:16,&2:20,r|"
glimepiride,"CCC1=C(C)CN(C(=O)NCCc2ccc(cc2)S(=O)(=O)NC(=O)N[C@H]2CC[C@H](C)CC2)C1=O |r,c:2|"
glipizide,Cc1cnc(cn1)C(=O)NCCc1ccc(cc1)S(=O)(=O)NC(=O)NC1CCCCC1
gliquidone,COc1ccc2c(c1)C(=O)N(CCc1ccc(cc1)S(=O)(=O)NC(=O)NC1CCCCC1)C(=O)C2(C)C
Gln-1062,COc1ccc2CN(C)CC[C@@]34C=C[C@@H](C[C@@H]3Oc1c24)OC(=O)c1ccccc1 |c:12|
GLPG0187,COc1ccc(cc1)S(=O)(=O)N[C@@H](CNc1nc(C)nc(N2CCC(CC2)c2ccc3CCCNc3n2)c1C)C(O)=O
GLPG0492,CN1C(=O)N(C(=O)[C@@]1(CO)c1ccccc1)c1ccc(C#N)c(c1)C(F)(F)F
GLPG0492-R-enantiomer,CN1C(=O)N(C(=O)[C@]1(CO)c1ccccc1)c1ccc(C#N)c(c1)C(F)(F)F
GLPG1837,CC1(C)Cc2c(sc(NC(=O)c3cc[nH]n3)c2C(N)=O)C(C)(C)O1
glucaric-acid,O[C@@H]([C@H](O)[C@@H](O)C(O)=O)[C@H](O)C(O)=O
gluconolactone,OC[C@@H]1OC(=O)[C@@H](O)[C@H](O)[C@H]1O
glucosamine,N[C@H]1[C@H](O)O[C@H](CO)[C@@H](O)[C@@H]1O
glutathione,N[C@@H](CCC(=O)N[C@@H](CS)C(=O)NCC(O)=O)C(O)=O
glutathione-monoisopropyl-ester,CC(C)OC(=O)CNC(=O)[C@H](CS)NC(=O)CC[C@H](N)C(O)=O
gly-gln,NCC(=O)N[C@@H](CCC(N)=O)C(O)=O
glyburide,COc1ccc(Cl)cc1C(=O)NCCc1ccc(cc1)S(=O)(=O)NC(=O)NC1CCCCC1
glycerol-monolaurate,"CCCCCCCCCCCC(=O)OC[C@@H](O)CO |&1:15,r|"
glycerol-phenylbutyrate,O=C(CCCc1ccccc1)OCC(COC(=O)CCCc1ccccc1)OC(=O)CCCc1ccccc1
glycitein,COc1cc2c(cc1O)occ(-c1ccc(O)cc1)c2=O
glycopyrrolate,"C[N+]1(C)CC[C@@H](C1)OC(=O)[C@@](O)(C1CCCC1)c1ccccc1 |&1:5,&2:10|"
GM-1485,CCC(C)(C)C(=O)C(=O)N1CCC[C@H]1C(O)=O
GMX1778,Clc1ccc(OCCCCCCN\C(NC#N)=N\c2ccncc2)cc1
GNE-7915,CCNc1nc(Nc2cc(F)c(cc2OC)C(=O)N2CCOCC2)ncc1C(F)(F)F
GNF-2,NC(=O)c1cccc(c1)-c1cc(Nc2ccc(OC(F)(F)F)cc2)ncn1
GNF-5,OCCNC(=O)c1cccc(c1)-c1cc(Nc2ccc(OC(F)(F)F)cc2)ncn1
GNF-5837,Cc1ccc(NC(=O)Nc2cc(ccc2F)C(F)(F)F)cc1Nc1ccc2\C(=C\c3ccc[nH]3)C(=O)Nc2c1
GNF-7,CN1C(=O)N(Cc2cnc(Nc3ccc(C)nc3)nc12)c1cc(NC(=O)c2cccc(c2)C(F)(F)F)ccc1C
GNTI,NC(=N)Nc1ccc2[nH]c3[C@@H]4Oc5c6c(C[C@H]7N(CC8CC8)CC[C@@]46[C@@]7(O)Cc3c2c1)ccc5O
go-6983,COc1ccc2n(CCCN(C)C)cc(C3=C(C(=O)NC3=O)c3c[nH]c4ccccc34)c2c1 |t:15|
golgicide-A,"Fc1cc(F)c2N[C@@H]([C@@H]3CC=C[C@@H]3c2c1)c1cccnc1 |a:8,12,&1:7,c:10|"
golvatinib,CN1CCN(CC1)C1CCN(CC1)C(=O)Nc1cc(Oc2ccc(NC(=O)C3(CC3)C(=O)Nc3ccc(F)cc3)c(F)c2)ccn1
gonadorelin,CC(C)C[C@H](NC(=O)CNC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CO)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@@H]1CCC(=O)N1)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N1CCC[C@H]1C(=O)NCC(N)=O
goserelin-acetate,CC(C)C[C@H](NC(=O)[C@@H](COC(C)(C)C)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CO)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@@H]1CCC(=O)N1)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N1CCC[C@H]1C(=O)NNC(N)=O
gossypol,CC(C)c1c(O)c(O)c(C=O)c2c(O)c(c(C)cc12)-c1c(C)cc2c(C(C)C)c(O)c(O)c(C=O)c2c1O
GP1a,Cc1ccc-2c(Cc3c(nn(c-23)-c2ccc(Cl)cc2Cl)C(=O)NN2CCCCC2)c1
GP2a,Cc1ccc-2c(Cc3c(nn(c-23)-c2ccc(Cl)cc2Cl)C(=O)NC2CCCCC2)c1
GPBAR-A,Fc1ccccc1-c1ccnc2OCC(=O)N(Cc3cc(cc(c3)C(F)(F)F)C(F)(F)F)Cc12
GPI-1046,CCC(C)(C)C(=O)C(=O)N1CCC[C@H]1C(=O)OCCCc1cccnc1
GPi-688,"OC[C@H](O)CN1C(=O)[C@@H](Cc2ccccc12)NC(=O)c1cc2cc(Cl)sc2[nH]1 |a:2,&1:8|"
GPP-78,O=C(CCCCCCCn1cc(nn1)-c1cccnc1)Nc1ccccc1-c1ccccc1
GPR120-modulator-1,Cc1cc(OCc2nc(cs2)-c2ccccc2Cl)ccc1OCC(O)=O
GR-103691,COc1ccccc1N1CCN(CCCCNC(=O)c2ccc(cc2)-c2ccc(cc2)C(C)=O)CC1
GR-113808,Cn1cc(C(=O)OCC2CCN(CCNS(C)(=O)=O)CC2)c2ccccc12
GR-127935,COc1ccc(NC(=O)c2ccc(cc2)-c2ccc(cc2C)-c2noc(C)n2)cc1N1CCN(C)CC1
GR-135531,COC(=O)Nc1ccc2[nH]cc(CCNC(C)=O)c2c1
GR-144053,NC(=N)c1ccc(cc1)N1CCN(CC1)C1CCN(CC(O)=O)CC1
GR-159897,COC1(C[S@@](=O)c2ccccc2)CCN(CCc2c[nH]c3ccc(F)cc23)CC1
GR-235,[H][C@@]12CC(=O)C(=CC)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C |t:20|
GR-79236,OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)n1cnc2c(N[C@H]3CCC[C@@H]3O)ncnc12
GR125487,COc1[nH]c2ccc(F)cc2c1C(=O)OCC1CCN(CCNS(C)(=O)=O)CC1
GR46611,COc1ccc(CNC(=O)\C=C\c2ccc3[nH]cc(CCN(C)C)c3c2)cc1
gramicidin,CC(C)C[C@@H](NC(=O)[C@H](C)NC(=O)CNC(=O)[C@@H](NC=O)C(C)C)C(=O)N[C@@H](C)C(=O)N[C@H](C(C)C)C(=O)N[C@@H](C(C)C)C(=O)N[C@H](C(C)C)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)NCCO
gramine,CN(C)Cc1c[nH]c2ccccc12
granisetron,"CN1[C@H]2CCC[C@@H]1C[C@@H](C2)NC(=O)c1nn(C)c2ccccc12 |&1:2,&2:6,&3:8|"
grapiprant,CCc1nc2c(C)nc(C)cc2n1-c1ccc(CCNC(=O)NS(=O)(=O)c2ccc(C)cc2)cc1
grazoprevir,COc1ccc2nc3CCCCC[C@@H]4C[C@H]4OC(=O)N[C@H](C(=O)N4C[C@@H](C[C@H]4C(=O)N[C@@]4(C[C@H]4C=C)C(=O)NS(=O)(=O)C4CC4)Oc3nc2c1)C(C)(C)C
griseofulvin,COC1=CC(=O)C[C@@H](C)[C@]11Oc2c(C1=O)c(OC)cc(OC)c2Cl |t:2|
GS-143,OC(=O)c1ccc(cc1)N1N=C(Cc2ccccc2)\C(=C/c2ccc(o2)-c2ccccc2F)C1=O |t:11|
GS-39783,CSc1nc(NC2CCCC2)c(c(NC2CCCC2)n1)[N+]([O-])=O
GS-6201,CCCn1c(=O)n(CC)c2nc([nH]c2c1=O)-c1cnn(Cc2cccc(c2)C(F)(F)F)c1
GS-9620,CCCCOc1nc(N)c2NC(=O)CN(Cc3cccc(CN4CCCC4)c3)c2n1
GS-967,FC(F)(F)Oc1ccc(cc1)-c1ccc2nnc(n2c1)C(F)(F)F
GS-9973,C1CN(CCO1)c1ccc(Nc2nc(cn3ccnc23)-c2ccc3c[nH]nc3c2)cc1
GSK-3-inhibitor-IX,O\N=C1/C(/Nc2ccccc/12)=C1/C(=O)Nc2cc(Br)ccc12
GSK-J1,OC(=O)CCNc1cc(nc(n1)-c1ccccn1)N1CCc2ccccc2CC1
GSK-J2,OC(=O)CCNc1cc(nc(n1)-c1cccnc1)N1CCc2ccccc2CC1
GSK-J4,CCOC(=O)CCNc1cc(nc(n1)-c1ccccn1)N1CCc2ccccc2CC1
GSK-J5,CCOC(=O)CCNc1cc(nc(n1)-c1cccnc1)N1CCc2ccccc2CC1
GSK-LSD-1,C1[C@@H](NC2CCNCC2)[C@@H]1c1ccccc1
GSK0660,COC(=O)c1sccc1S(=O)(=O)Nc1ccc(Nc2ccccc2)cc1OC
GSK1059615,O=C1NC(=O)\C(S1)=C\c1ccc2nccc(-c3ccncc3)c2c1
GSK1070916,CCn1cc(c(n1)-c1ccc(NC(=O)N(C)C)cc1)-c1ccnc2[nH]c(cc12)-c1cccc(CN(C)C)c1
GSK1292263,CC(C)c1noc(n1)N1CCC(COc2ccc(nc2)-c2ccc(cc2)S(C)(=O)=O)CC1
GSK1562590,CN([C@@H](CN1CCCC1)c1ccc(cc1)-c1cccc(c1)C(N)=O)C(=O)CN1C(=O)COc2cc(Cl)c(Cl)cc12
GSK163090,Cc1ccc2c(cccc2n1)N1CCN(CCc2cccc(c2)N2CCNC2=O)CC1
GSK1838705A,CNC(=O)c1c(F)cccc1Nc1nc(Nc2cc3N(CCc3cc2OC)C(=O)CN(C)C)nc2[nH]ccc12
GSK189254,CNC(=O)c1ccc(Oc2ccc3CCN(CCc3c2)C2CCC2)nc1
GSK1904529A,CCc1cc(Nc2nccc(n2)-c2c(nc3ccccn23)-c2ccc(OC)c(c2)C(=O)Nc2c(F)cccc2F)c(OC)cc1N1CCC(CC1)N1CCN(CC1)S(C)(=O)=O
GSK2110183,Cn1ncc(Cl)c1-c1cc(sc1Cl)C(=O)N[C@H](CN)Cc1cccc(F)c1
GSK2126458,COc1ncc(cc1NS(=O)(=O)c1ccc(F)cc1F)-c1ccc2nccc(-c3ccnnc3)c2c1
GSK2190915,CCOc1ccc(cn1)-c1ccc(Cn2c(CC(C)(C)C(O)=O)c(SC(C)(C)C)c3cc(OCc4ccc(C)cn4)ccc23)cc1
GSK2193874,FC(F)(F)c1cccc(c1)-c1nc2cc(Br)ccc2c(C(=O)NC2(CC2)c2ccccc2)c1CN1CCC(CC1)N1CCCCC1
GSK2194069,O=C(C1CC1)N1CC[C@@H](Cc2n[nH]c(=O)n2-c2ccc(cc2)-c2ccc3occc3c2)C1
GSK2239633A,COc1cccc2n(Cc3cccc(CNC(=O)C(C)(C)O)c3)nc(NS(=O)(=O)c3ccc(Cl)s3)c12
GSK2256098,CONC(=O)c1ccccc1Nc1cc(Nc2cc(C)nn2C(C)C)ncc1Cl
GSK2256294A,CNc1nc(C)nc(N[C@H]2CCC[C@H](C2)C(=O)NCc2ccc(cc2C(F)(F)F)C#N)n1
GSK2330672,CCCC[C@]1(CC)CS(=O)(=O)c2cc(CNC(CC(O)=O)CC(O)=O)c(OC)cc2[C@H](N1)c1ccccc1
GSK2334470,CNc1nc(cc(n1)-c1ccc2c(N)[nH]nc2c1)N1C[C@H](CC[C@H]1C)C(=O)NC1CCCCC1
GSK239512,O=C1CCCN1c1ccc(Oc2ccc3CCN(CCc3c2)C2CCC2)nc1
GSK256066,COc1cccc(Nc2c(cnc3c(C)cc(cc23)S(=O)(=O)c2cccc(c2)C(=O)N(C)C)C(N)=O)c1
GSK2578215A,Fc1cc(ccn1)-c1ccc(OCc2ccccc2)c(c1)C(=O)Nc1cccnc1
GSK2606414,Cn1cc(-c2ccc3N(CCc3c2)C(=O)Cc2cccc(c2)C(F)(F)F)c2c(N)ncnc12
GSK2636771,Cc1nc2c(cc(cc2n1Cc1cccc(c1C)C(F)(F)F)N1CCOCC1)C(O)=O
GSK2656157,Cc1cccc(CC(=O)N2CCc3c2ccc(-c2cn(C)c4ncnc(N)c24)c3F)n1
GSK269962,CCn1c(nc2cnc(Oc3cccc(NC(=O)c4ccc(OCCN5CCOCC5)cc4)c3)cc12)-c1nonc1N
GSK2801,CCCOc1ccn2c(cc(-c3ccccc3S(C)(=O)=O)c2c1)C(C)=O
GSK2816126,CC[C@H](C)n1cc(C)c2c(cc(cc12)-c1ccc(nc1)N1CCNCC1)C(=O)NCc1c(C)cc(C)[nH]c1=O
GSK2830371,Cc1ncc(Cl)cc1NCc1ccc(s1)C(=O)N[C@@H](CC1CCCC1)C(=O)NC1CC1
GSK2837808A,COc1ncc(-c2ccc3c(Nc4cc(Oc5cc(F)cc(F)c5)cc(c4)C(O)=O)c(cnc3c2)S(=O)(=O)NC2CC2)c(OC)n1
GSK2838232,CC(C)C1=C2[C@H]3CC[C@@H]4[C@@]5(C)CC[C@H](OC(=O)CC(C)(C)C(O)=O)C(C)(C)[C@@H]5CC[C@@]4(C)[C@]3(C)CC[C@]2(CC1=O)[C@@H](O)CN(CCN(C)C)Cc1ccc(Cl)cc1 |c:3|
GSK2879552,OC(=O)c1ccc(CN2CCC(CN[C@@H]3C[C@H]3c3ccccc3)CC2)cc1
GSK2881078,C[C@H](CS(C)(=O)=O)n1ccc2c(c(ccc12)C#N)C(F)(F)F
GSK2981278,CCc1ccc(cc1)N(CC(C)C)S(=O)(=O)c1ccc(OCC2CCOCC2)c(CO)c1
GSK2982772,CN1c2ccccc2OC[C@H](NC(=O)c2nc(Cc3ccccc3)n[nH]2)C1=O
GSK3117391,ONC(=O)CCc1ccc(CN[C@@H](C2CCCCC2)C(=O)OC2CCCC2)cn1
GSK3179106,CCOc1cc(=O)[nH]cc1-c1ccc(CC(=O)Nc2cc(on2)C(C)(C)C(F)(F)F)c(F)c1
GSK3326595,CC(=O)N1CCC(CC1)Nc1cc(ncn1)C(=O)NC[C@H](O)CN1CCc2ccccc2C1
GSK356278,CCn1ncc2c(NC3CCOCC3)c(cnc12)-c1nnc(Cc2sc(C)nc2C)o1
GSK369796,CC(C)(C)NCc1ccc(Nc2ccnc3cc(Cl)ccc23)cc1O
GSK37647,COc1ccc(cc1)S(=O)(=O)Nc1c(C)cc(C)cc1C
GSK3787,FC(F)(F)c1ccc(nc1)S(=O)(=O)CCNC(=O)c1ccc(Cl)cc1
GSK429286A,"CC1=C([C@@H](CC(=O)N1)c1ccc(cc1)C(F)(F)F)C(=O)Nc1cc2c[nH]nc2cc1F |&1:3,r,t:1|"
